text,label,sentiment
4 beacause medyo manipis lang pero maganda at no DAMAGE. Buy na kayo guys sulit,3,Positive
ok ang tela maganda for its price. hindi nga lang maayos ang pagkakapackage as in nakabalumbon sa loob ng plastic.,4,Neutral
"100 star HAHAHAHA, yong box is covered with bubble wrap then yong loob is may bubble wrap din so super secured siya. 1star para maging 101 sa mga nakasachet na freebies kasi andami rinnn. Thank you pooo!",4,Positive
"Sira ang item hndi gumana, super dissapointed, kaya pla mura ksi sira mga item nila",0,Negative
"Maganda po ung items. kaso po ung 1 payong may butas po, tapos mahaba po ung 1 tadyang nung payong. kaya di magamit ung 1.",3,Neutral
"Napuyat ako para maka order ng maaga to make sure makakuha ko yung promo price. I did actually but I had to follow up dahil ndi sya naship when it should be. Nauna pa yung pangalawa kong order. Tas pag deliver, Pantene conditioner? Anyare? And the worst part? Ndi mareplace, refund lang. E di wow.",0,Negative
Satisfied maganda naman siya kala ko talaga malaki pedeng lagyan ng notebook Di Pala Hiningi ni mama yung isa kasi daw maganda Ang cute Medyo may maliit Lang na damage sa loob Yung black pero di masyado Kita overall great,3,Positive
Disappointed talaga si seller. Una di nya ako ni remind na wala pala sya nung color na gusto ko then hindi rin 2L. Medyo tagal nashipout pero pag dating sa deliver mabilis kaso dadating sayo mali ang item susko malayo p naman samen ag pag rereturn ng item kaya kaasar.,0,Negative
"Maayos naman nakarating sakin yung salamin, kso parang hindi sya worth it sa presyo.",2,Neutral
"okay yung blue, pero yung black iba yung dumating di gaya nung nasa pic working naman pero ang bagal niya mag charge, di gaya nung blue super okay siya",2,Neutral
Super liit lang pala ang laki nya sa picture parang senorita lang sya but thanks sana d mabilis mawala un usage nyA thanks seller,2,Neutral
Both legit. Ok yung packaging di nagleak. pero BAWAS!,2,Neutral
Sira ang dineliver sa akin. Sana naman maayus yung product. Pang regalo ko sana to pano pato ie regalo ie may sira pala.,0,Negative
sobrang hina pag nilakas mo sya sa max volume nya wala kanang mahihintindihan kc basag ung bosis sayang pera,0,Negative
Thankyouu po 2nd time laging senesend ni seller ung item Thankyouu din ky kuyang nag deliver,4,Positive
Sobrang hina ng hangin. Mas malakas pa ang handheld fan. I ordered for my baby in case may brown out. Kasi pwede sya isaksak sa power bank. Sa filter sya kumukuha ng lamig. I started one first. then after around 5 minutes yung isa naman. Nanotice ko mas malamig yung isa kasi kakabasa ko lang ng cold water. Mas oky p ang ice placed in front of fan,2,Negative
Stock na yung item at sira na din ang box nya kaya siguro mura na.,0,Negative
This is my 2nd time na umorder sa shop na to Yung Una is complete Yung parcel Ko pero Ngayon kulang Ng isa kaimbyer! Hope na Sana dumating Yung ISA Ng maayos,3,Negative
"Maganda ung packging, kso nga lang sobrang liit tinesting nmin sa tubig kung tunay na lalamig kso hindi eh nag wait prin kme hanggang 20 minutes pero wlng nag bago sad to say one star lang for packiging only",0,Neutral
Item should be vaccum but made of glass and plastic. Nakakadismaya. Ibang iba sa nasa ads. Poor quality.,2,Negative
ang panget nung mouse nasira agad iilang araw ko palang nagagamit!,0,Negative
Walang yung free gift dapat wag ng ilagay yung free gift kung hindi naman isasama,2,Negative
"mabilis dumwting, salamat po sa seller, at rider. 1week ko pa lng nagagamit, at ok sya, order ulit ako sa sunod pg naubos na",4,Positive
I got my order ang bilis lng dumating. Ang ganda love it!,3,Positive
Hindi manlang nicheck ni seller or ng taga pack kung ano talaga ang order ng buyer niyo! Sana I check muna bago iship para uulit ang customer niyo. Kakadismaya sayang ang pera ayusin nyo buhay nyo,0,Negative
Sobrang nakakatuwa si seller. Very happy with my order. Ang daming freebies! Ngayon pa lang abangan ko na agad ang next sale ni unilever. Malaking tulong din yung freebies na free data and text na kasama para sa brother ko na palaging nasa byahe. Thanks again.,4,Positive
Hindi po gumagana. Pinalitan ko na din po yung battery kasi baka nasa battery lang yung sira pero ayaw padin. And the seller is not responsive nagmessage na ako pero hindi sya nagreresponce online naman sya. Pls do make an action.,0,Negative
Thanks po sa seller na ito. super satisfied and ang bilis ng delivery po nyo. do damages din po ang item at tnx Ky kua delivery man.,4,Positive
"ConStrain Pro inorder ko kaso hindi talaga ako satisfied sa pagka- transition niya sa sunlight, unlike dun sa lens ng partner ko talagang nagdadark talaga sa sunlight. kaya ko sinama para niyo din difference. Sana yung ConStrain na lang inorder ko, hindi worth it magbayad ng almost 1, 300 pic",2,Negative
It’ s plus size. Tama lang kapal ng tela. Maganda rin ang kulay. Thank you!,3,Positive
Di ganun kasecured ang box naka open at nakayupi. Tapos 123php ang siningil ng courier sakin. Supposedly 113php lang ung total ng babayaran ko. Ano un may kickback?,2,Negative
"Okay naman siya, lima yung inorder ko, yung dalawang white na top e medyo manipis siya tas yung isang black naman na vneck e manipis din ung tela. Ung gray lang ata yung okay kasi ung isa ding black e di pantay ung design sa dibdib",1,Neutral
Maliit ung size ng Large. Hindi sya nag kasya sa asawa ko.,2,Negative
Maganda sia kaso mahina talaga ang isa kahit mgdamag nakabilad sa araw,3,Neutral
"Ang pangit ng camera, low quality. may noise/ parang buhangin or pixelated yung camera, maganda pa camera ng xiaomi redmi note9pro ko dati, sobrang layo ng difference ng quality. Hnd actual yung kulay kaya need pa iedit or lagyan ng filter. sobrang pangit talaga.",0,Negative
Mabilis napugtas hehe Pero nice Naman Maganda parang Ako Ehe,4,Positive
"Ok naman po, pero may onting sira. Nakailaw ung sa may bandang 25 kahit naka patay chaka mabilis malowbat pero matagal magcharge, nakakadismaya pero ok na rin to. Salamat rin sa nagdeliver",1,Neutral
"Hindi siya net, mukha lang siyang black net. the length is exact but hindi siya net mukha siyang sako. Tingin ko di siya tatagal sa hangin at bagyo.",1,Negative
Okay naman po lahat ng order and complete naman po lahat! Thanks seller!,3,Positive
Hindi gumagana ung flashlight amp tas loose thread pa ung saksakan ng usb,0,Negative
Ang hina pala nito Malakas pa hininga ko. Hahaha pde na rin for its price Ang hina pala nito Malakas pa hininga ko. Hahaha pde na rin for its price,1,Negative
K naman quality kaya 4 stars kac my gasgas sa baba tatagal xa if alagaan. Kac disposable plastic gawa xa po.,3,Neutral
"Salamat sa maayos at mabilis. Bute nlng XXL inorder q sa jacket khit large size lng aq sakto lng yun XXL sakin, maliit size nyo kaya pag umorder kayo eh lakihan nyo pra sure na mag kasya sa inyo pero slamat kay seller sa maayos, walang sira.",4,Positive
Okay naman po siya kaso ibang color po Yung nagdating na Isa black po yung inorder ko pero light grey po yung nag dating,3,Neutral
Its not working anymore! Hindi inabot kahit one month! Yung lahat ng files nawala! Punyeta!,0,Negative
Pangalawang order ko na to ok na ok parin ang item Salamat sa shopee at lalo na po sa store na nabilhan ko 4 star itong pangalawa kasi ang 7 days bago dumating. Yung unang order ko 3 days lang dumating na kagad pero ok lang atleast no defect ang item,3,Neutral
Good naman mostly sa item na receive ko macotton and yung sa dalawang item ko mali pinadala balibsame color but not same style na inadd to cart ko,2,Neutral
Malakas good for the price at first parang grounded pero nung ulitin ko ikabit okay na sounds sana magtagal,3,Positive
Isang araw pa lang naka dikit sa pader ayaw na gumana! Maghapon naman nakabilad sa araw. Hay nako. Wag na kayo bumili dito sayang lang pera niyo.,0,Negative
Wag kayo order sa sho na to. Mali pina dala sa akin di man lang nag refund. Karma is Waving. Puro kabilaan pinadala tangi nmn. Basta makapera lang.,1,Negative
hindi qo npkinbngan ung phonr stand halatng old stock n cia pnget ung quality hbng kinkbit qo un handle nputol nlng cia bgla.,1,Negative
ayaw nia po mag charge as in buong gabi na po nmin chinarge kaso ayaw talaga gumana,0,Negative
Hindi naka sama yong black na gamit ko na kasi. Maganda naman yong product and sakto lang for my height. Medyo light yong tela pero okay naman,3,Neutral
Okay na okey ang quality! Mukha naman legit. Hindi ko nga lang alam kung gaano sya dapat katagal icharge. Magresearch nalang siguro ako.,4,Positive
"Mali yung isang kulay but okay naman yung products tama lang sa price, thank you!",3,Neutral
"Sobra akong nadismaya sa slipper na order ko light pink size 38- 39, tapos ang binigay 36- 37 binasa nyo ba ung order ko kase sayang ung pera ko hinde den ko magamit.",1,Negative
Palpak pagka deliver sira na agad putol na ang wire tsaka May crack na sayang lang pera nyo dito ayaw pa ipa refund ni seller gusto nya ireturn tsaka nya i- refund mahal pa ang ang bayad pag na return kaysa sa matanggap mong refund. dont order again. sobrang sayang lang talaga ang pera nyo dito.,0,Negative
Ang tagal dumating ng items halos 3 weeks ko hinintay tapos maling kulay pa ang darating sa akin dina aq uulit sa mga ganitong seller nakakadismaya,2,Negative
Kulang po yung pinadala with rolling pin po ang order ko pero dumating lang baking mat po,1,Negative
Okie namanpo siya sa porma pro Yung kal. 2 lang talaga nadisapoint po talaga Ako kung ganyang na bayan or hindi,2,Negative
Di ko nagustuhan fit sa bf ko kasi kahit size 34 siya maluwag masyado. Saka mama ko nagtatahi di daw maganda pagkakatahi dun sa pundya. Kaya honest review for a trouser di ko siya masyado nagustuhan unlike sa nabili ko sa shein. Nagtitinda din kami mga damit and we make sure okay quality nung ibebenta namin kahit na pre- loved,1,Negative
"Maganda na man ho sya. Halos mahigit isang buwan nga lang bago madeliver. Pero overall, maganda at okay na man.",2,Neutral
Dko pa nasasalinan. pero sana tumagal Edit: walang ka kwenta kwenta sd card hndi masalinan corrupt agad lahat. Sayang pera nyo rito tangina,0,Negative
"Ang ganda naman nito gawan ko nalang ng magandang label sa susunod ksi hindi ako gagamit ng cooking wine Salamat seller more sales to come God bless Sa mga naghahanap ng lagayan ng sauce nila sa bahay nila, bili na kayo dito maganda tinda nila Ung rack mejo maluwag ung turnilyo ksi malaki ung pagkakabilog nilagyan ko nalang ng papel para sumikip at magkasya siya",3,Positive
Tatlong araw pa lang sira na ang mouse. Nakaka dismaya.,0,Negative
Nkakagalit po 22 items ang order ko 19 lang ang natanggap ko sakto ang binayad ko!,0,Negative
Akala ko nung una sira na hahaha lowbat lang pala. Overall ang ganda no damage. Salamat seller Kaso nag loloko charging clip fake yong bloodpressure gumagana kahit di naman naka suot. Pwede na pang bata bigay ko nalang sa kapatod kong 11 yrs old,2,Neutral
Ang bilis ng shipping 3 days lang dito na sa Bicol.,4,Positive
Large order ko medium ang dumating. Pro ok lng bigay ko n lng s anak ko hindi kasya sakin. Para akong suman.,2,Neutral
Hindi sya pantay kaya I always need to fix it everytime,1,Negative
Bakit po ganun nung nacharge q na ngstop Ang tunog?,1,Negative
Sobrang ganda umay hahahah hindi kagaya ng iba basag yung sound ito ang husay mga nak.,4,Positive
Twice syang nag- USB device not detected. Sana hindi na maulit.,2,Negative
Hindi man lang nag- inform si Seller na ibang kulay ang ipadadala. Sana nanghingi man lang ng 2nd option para nakapili sana ng kulay na babagay sa set up. Please do not put an option to choose a color if hindi naman susundin!,2,Negative
"Okay sa mga future na bibili, hindi po ito gagana karamihan sa mga celphones kahit yung pinaka mahal pa sa shopee basta 3 rings yung jack. Dapat bilhin nyo yung 4 rings. Nagana naman yung item kaso mas malakas pa internal mic ng device ko kesa dito.",2,Neutral
Ang layo naman sa ini- expect ng buyer ko kaya 1 star lang And sana ayusin naman ang pag pack konti nalang durog na yung sapatos tssssszzk,0,Negative
"received. ung short naging damit na super sikip sa braso. okay lang naman pwede na ding pang gift sa pamangkin. yung top ayon super luwag na maliit ang cut ng V sa leeg and for the second time around, may mali. but it' s okay nagchat naman si seller at may condtition na kami. hope okay na sa susunod.",2,Neutral
Sorry late reviews. Pero thank you seller and kay kuya rider ang ganda ng items na narevieve ko lalo na ang relo sulit cya. hndi ka magsisisi super satisfied talaga ako. binili ulit ako sa sunod.,4,Positive
"OK NAMAN PO. Obviously Green purple ang order ko pero Blue Orange ang dumating pinaka ayaw ko pa talagang kulay, ambot. Color does matter btw. thankyou po. walang ring bubblewrap basta balot na agad",3,Neutral
Salamat po ng marami nagustuhan ko naman kaso delikado yung phone ko dito hehe diko pa nagagamit dahil baka masira ang aking phone pero maganda ang produ,4,Neutral
Grabe tingnan nyo naman yung packaging parang basura tapos ang hirap tanggalin. Tapos ang baho nung cover as in.,1,Negative
"Wag kayong bibili dito sa shop na to! Apakawalang kwenta ng customer service. Hindi nakabalot ng cling wrap yung items kaya dumating ng basag. Nung nireport ko sorry lang nakuha ko. Apakahirap kausapin netong chekwang to, tinanong mo na ng anong gagawin nila, wala pa din ginawa. Nasayang pera ko, apakatagal dumating. Lazada na lang talaga",0,Negative
"worth it naman sa price kasi mumurahin lang den, and super na excited talaga ako kasi matagal ko den hintay to mga 5days charot nakaka disappoint lang den na may mga word na hindi tama ganon, pero okay lang kasi reprint lang naman ito bili naren kayo",4,Neutral
"not sure kung charging walang ilaw pag chinacharge, hindi nagreresponse si seller",0,Negative
"Super late na naka rate kasi busy at bumagyo pa nawalan kuryenti signal ilang araw. Pero sa galit ko na alala pa din ang palpak na product na ito. sabi waterproof. Very disappointing, isang araw lang nagamit nabasa agad loob tapos di na gumagana. Waste of money and time. Sobrang disappointed din papa ko. Wala ko picture na ky papa kasi yan agad sa ka excited nya",0,Negative
Ginamit ng tanghali. Ayaw na gumana kinagabihan. Salamat shoppee di man lang tumagal ng one week 1day lang nagamit.,0,Negative
Mabilis ma. empty. Kakalagay ko lang tas kinabukasan hindi ma gumagana,0,Negative
Bilis malobat ibang color pa ang binigay Sayang pera dto guys,0,Negative
"Thank you so much, loved it. Sana long life hahahaha",4,Positive
Hindi maganda ang powerbank akala ko namn matagal sya malowbat hindi namn pala,1,Negative
"The items arrived in this condition. Yupi yupi ang box ng safeguard, parang mahuhulog na ung sabon. I' m wondering if this is really with how you packaged it or luma na talaga ung sabon which lessens the value of what I bought. Sana mas pinack pa ng maayos para maayos dumating kay consumer.",1,Negative
Sorry but I have to be honest. Actually wala namang damage yung item medyo yupi- yupi lang ang box. Then nakakadismaya lang kasi sobrang tagal dumating tapos ang hina ng hangin kahit naka- full na( 3) Tapos nag- iinit din yung body nung item( bandang leeg) Real talk lang. Sorry but not sorry.,0,Negative
Thank you nakuha ko na po. Sorry sa late feedback po. Thank you so much. Sana may freebies na ako. Hehehe,4,Positive
Yung solar po hndi gumagana limang oras na nakabilad useless lang bat may pasolar solar pa yan di naman nagwwork,0,Negative
First time to use po diko pa po masabi if okay ba talaga hindi xia mabango and amoy gamot po xia yung parang antibiotics po. Hopefully okay po ito,2,Neutral
"Oks lang sa price. Di masayado nalamig, dapat malapit muka mo.",2,Neutral
Picture not related. Di naman ganon kalakas ang fan nya. ok naman.,2,Neutral
Manipis lang sya just fit sa prize niya pero all in all maganda nmn nagustohan ng mga anak ko at fit po sa kanilang mga paa.,4,Positive
"Malapit na ang Our Zone: SB19 Third Anniversary Concert sa WeTV, Ka- TM! For P1, 850, makakabili ka ng ticket para sa 2- day concert na gagawin sa November 26- 27, 2021. May kasama pa itong WeTV- exclusive SB19 content tulad ng behind- the- scenes clips at iba pang pampa- GV na pakulo!",2,Positive
"Received the product today. Smooth Transaction Mabango yung scent ng deo Packed carefully, walang tapon. Hindi ko sure if ganon ba talaga yung product na to half lang yung laman ng deo. Hindi ko sure if ganon din yung laman kapag hindi buy 1 take 1 Overall good quality product. Thank you.",4,Neutral
"Wrong color and size! Ang layo nung nasa picture, ang mahal pa, ang inipis ng tela. Scam",0,Negative
Goods ang item maliit pala sakin ang size. Order nalang ulit,4,Neutral
I like it! Kaso medyo matagal po siya dumating. Ung product naman ay medyo nakakaputi at hindi niya natatanggal ung pagiging pawisin mo sa kilikili. Dry siya pero nagpapawis ka pa din sa kili2x mo.,3,Neutral
I like the product kaso patience is a talent talaga kasi sobrang tagal ng shipping kahit nagfollow up ako sa chat walang sumasagot. Pero worth the wait naman ang kapal nung mouse pad so sulit sya!,3,Neutral
Packed well and not damage ang product pero if hanap niyo ay pang matagalan hindi ito ang right brand. Mabilis kasi siyang uminit wala pang 3 mins lalo na pag high speed atsaka hindi niya kaya ang magcream and beat ng cake batter at buttercream. Pang egg kaya pa. Honest review,1,Neutral
"2 stars lang dahil hindi naman ito high cut, mid cut lang ito tho the quality is good. sira- sira rin yung box pero hindi na nila kasalanan yun, sa courier na",1,Neutral
Saks lang di ganun kaganda wag magexpect kasi hindi nya mammeet yung expectations nyo,1,Negative
ok na sana pero i chose the green color. blue binigay. seller failed to notify me na hindi naman pala available yung ganung color. tapos need mo talaga i cut ng mas maliit ung mga fruits like banana kase d naman sya nadudurog. more of stirrer lng talaga to.,1,Negative
4 STAR kasi yung isang pag iinput’ an ng chord is sira pero okay lang kasi tatlo naman. Sana magtagal siya. What you see is what you get.,3,Neutral
sorry po pero bakit po kasi pareho 2 gang lang dumating. order ko po kasi isang 2 gang at isang 3 gang.,2,Negative
problema is yung kabilang speaker nya kasi dba soundbar so kita naman sa pic na dalawa yung speaker pero yung isa biglang d gumagana akala ko humina lng yung ilaw yun pala pati speaker wala nadin kaya isa nlng gumagana dyan sayang btw kaya basag yung sound nya sa vid dahil sa tv namin. sa cp ok sya,1,Negative
Yupi ang books di man lang nasecure plus parang photocopy lang.,0,Negative
Di gumagana sana tinesting na muna ng seller bago ipadala,0,Negative
Finally natanggap ko na din! So far maganda naman sya tsaka ung print okay lang nman pero pag sinuot mo ung t shirt medyo nakati cguro sa print ng t shirt kaya 4 lang hehehe. Overall maganda tlga sya tska napa ka mura pa bili na kayoooo!,3,Neutral
Wag na po kayung umorder sayang lang po pera nyu kaka charge pa lng nasunog agad Tapos ayaw na po nilang e refund. Useless! wasteofmoney!,0,Negative
low quality. Madaling malowbatt. Ayaw ko nang mag order.,0,Negative
"Ng unang dating. testing ko xa. ok xa. pero after the next day ambilis n malobat. khit buon arw mo ibilad. 0ct. 22, 2020 Grabe, bkit gnto. khit charge ko sa arw. saglit lng. nka 7x n ilaw lng yata xa. tpos d nanamn nailaw. anu un lobat n ulit. hays.",1,Negative
Nice quality. gumagana naman. pero di ko pa na try mag blend ng fruit. hope na hahaba ang buhay nito. para naman mapakinabangan.,4,Positive
Pangit walang kwenta sayang pera dito wag na kayong bumili pangit,2,Negative
dlwa order ko sakto payment ko isa lng dumating na item scam itong store na ito kaasar! karma rin kayo mkikita nyo,0,Negative
Ang nipis ng tela d tulad sa ibang shop pero okay salamat parin Kay seller kasi complete item namn,2,Neutral
ang gulo ng packiging nyu. Pakiayos naman sa susunod. Nakakhiya sa mga mag oorder pa sa inyo. Ung courier nyu palipalitan din po,2,Negative
maganda sya kaya lang di gaano nagkakakulay sa lips. medyo dry tsaka mainit sa lips dunno baka ganon na talaga sya,2,Neutral
Please enlightened me po. Hindi na gana ung akin. Naka charged na po ito overnight. Pinag palit palit ko ng adaptor wala pa din.,1,Negative
"Tngna nyo, ang tagal tagal nyo na nga shinip kulang kulang pa binigay nyo saken, ang mahal mahal pa nung hindi nyo sinama. Kung hindi pako nag chat sa inyo di nyo manlang ishiship out, nung na deliver naman na kulang kulang naman kngnanyo mga hyop wag na kayo mag benta. Diko lang ma return kase need ko na talaga for school lntik kayo palitan nyo pera ko sa kulang",0,Negative
Sobrang nipis. Aqua socks lang siya. Akala ko aqua shoes.,1,Negative
Ang saya ko HAHAHAHAHAGA. Akala ko di na aabot sakin to ng paskobuti nalang at dumating Goods naman siya di ko pa siya nasusubukan kaya sana maganda kasi kung hindi ibabalik ko to. char. thankyouuuu,4,Neutral
3star lang binigay ko sa kadahilanan ang courier ayaw magdeliver pinapick up pa sakin. May butas pa yung box ko. Di ko pa nabubuksan kasi pang regalo ko to sa inaanak ko. Sana kumpleto at gumagana.,2,Neutral
Wow maganda Lahat ng items na pinadala ni seller maayos at walang damage at Lahat gumagana so far very much affordable thank you seller,4,Positive
ganda talaga item nio Sira yong window tpuz wla pang charger maraming salamat,2,Negative
ok na sana kaso di maka blend ng maayos. ok sya for whey protien shaker.,2,Neutral
Ang ganda ng product kaso Kulang ng isang malaking stainless straw yung gold set na inorder ko salamat parin,3,Neutral
"complete nmn natagalan lng dumating ditoooo, kla q scam kse sobrang tagal tlga techu seller 3 sori s pics& vids.",3,Neutral
The seller is very rude! The item description is really MISLEADING AND MISINFORMATION! Size 38 paa at size 40 na kinuha ko pero sobtrang liit padin! DONT EVER ORDER ON THIS STORE! Masasayng lang pera nyo kahit pq mura yan kase mapapamura kayo sa item na mkukuha nyo kaloka!,0,Negative
Mali ang item n ndliver. hndi ito ung nsa picture. ibang- iba talga ang itsura,1,Negative
Sira yung item. Hindi ko mareturn kasi may work ako. Walang time magreturn. Sayang,4,Negative
Kung gano ka mura ang presyo Ganun din kapangit yung item. meron ngang sintas peo pag hinigpitan mo masisira yung butas n lagyanan ng sintas. At angpangit ng pagka tahi dahil madaling masira. At subrang nipis. Hindi ko nagustohan Mura nga peo mapapa mura ka lalo pag na kuha mona item.,0,Negative
Ang ikli ng palda pero Yung top sakto and Ang Ganda nung socks pero Ang ikli talaga ng palda haha,3,Neutral
magnda po ung tela pero ang order ko po 4XL ang dumating po 5XL. super laki pero okay na rin po,4,Neutral
It' s nice naman for it' s price kaya di na ako nag expect masyado. i hope next time i would buy naka bubble wrap na.,2,Neutral
"Okay nman po, maganda. Medyo luwag lang yung mga saksakan. Naka- bubble wrapped din at right measurement and color. Satisfied customer here!",3,Positive
pls sana naman pag nag pack kayo ng product lagyan nyo ng bubble wrap kasi yung dumating sakin basag yung takip pano pag natapon to edi sayang,2,Negative
Sobrang gaganda kahit afforday prices langswak na swak pang negosyoThank you sa shop kase ang gaganda ng qualityThank you shopee,4,Positive
"Paano ba paganahin to ayaw mabasa sa phone ko, paturo naman salamat.",1,Negative
"maganda sya, paranf socks lng pero maayos namn dumating and mabilis din",3,Positive
paki tignan lang po ng maigi kase xl inorder ko eh midium yung dumating,3,Negative
"Maganda sya. Magagamit ko talaga sya kapag like may art works ako sa phone, napakabait din ni kuyang nagdeliver sakin. Thank you seller",4,Positive
"Nareceive ko na ang item. Okay naman sya, gumagana naman. malakas ang tunog pero pg sobra sa volume pumapanget na ung sound. Disappointed lang kc blue order ko, hindi green",3,Neutral
Malakas yung sounds nya pero akala ko malaki ng konti ang liit pla,2,Neutral
"Ok naman lahat complete naman, meron na yung isa na may damage",3,Neutral
bulok ang pinadala sakin. wag na wag kayong bibili sa store na ito kung ayaw nyo ma scam.,0,Negative
maganda naman kaso may dumi tskaa parang di tatagal,2,Neutral
Ayos naman ang appearance nya pero yung quality ng product is not that good wala pang minuto na nasusuot ay sira na yung isang bracelet,1,Negative
"Mabilis siyang na- ship. Maganda yung quality kahit reprint lang. May konting dent, pero maliit lang. Sulit kayo rito pre, kapag di kayo bumili ewan ko na lang sa inyo! charot mwa labyu, thank u seller 333",4,Positive
Sa transferring files lang siya gumana pero sa wireless head phone or wireless mouse ayaw gumana sayang pera.,2,Negative
Okay naman sya yung price is fitting dun sa speaker kasi affordable naman.,3,Positive
"manipis masyado. baka pag nilabhan mapunit agad. but for its price, pwede na.",3,Neutral
Super gandaaaa Matagal lang dumating pero ok lang kasi galing overseas. Will order again soon. Thankyou so much,4,Positive
"Maganda ang packaging at fast shipping, thank you sanofi ang laki ng discount ko dito kesa bumili sa physical store, will buy again kapag naubos na. Legit at hiyang ni baby",4,Positive
Nasubukan ko na po ito at hndi mganda na lagyan o pagbaunan habang bumibyahe. Tumatagas sya khit naka seal na. Pwde kargahan ng tubig pag andun na sa workplace.,3,Negative
"Sobrang nipis, expectation vs reality. Ibang iba sa picture.",1,Negative
"Wag na kayong umorder dine at pagka sira ang item na nareceived nyo, paoorderin kayo ng bago para maibigay kailangan nyo at isasabay nalang daw. Pero pagdating ng bagong order, wala din yung ipapalit nila. Nonsense kausap. Sayang yung gamit di naman magamit.",0,Negative
Not sure if it’ s really effective. May nagtatransfer pa rin sa mask ko e na makeup. Eme lang ata yung nasa tiktok haha,3,Negative
"In person di siya sobrang black medyo may pagka stainless ang kulay good naman mura din unlike bibili sa mall apaka mahal, btw binili ko to para ma lessen ang uses ng plastic straw kasi mahilig ako mag mtea kayayon let' s save earth sa simpleng paraan na kaya ntin.",4,Positive
Akala ko okay siya lalo na at 20000mah pero 35mins lang tinatagal. Need ko pa naman lalo na at 4hrs lang kuryente dito saamin,0,Negative
"Okay Naman sya. Mahirap lang buksan, tapos Sabi ko magkaibang kulay.",2,Neutral
"Bakit naman dumating samin ng wala ng tali, tas yung ibabaw may gasgas parang nagamit namn na to? Yung packaging kala mo lumang luma na gamit na",2,Negative
Ok. Naman xa pero di xa waterproof. Pag pinagpapawisan ako nakalat xa. maganda sana kaya lang di xa waterproof. Kaya late Ang aking rate kz sinubukan ko Muna kung waterproof talaga pero Hindi. But anyways thank u pa din.,1,Neutral
Sayang lng binayad ko binili kna lng sna Ng gatas Ng anak ko. Nd man lng Kya makapunta Ng Isang cellphone. Khit 8hrs Muna I charge. Hayyyy,0,Negative
"Sayang yung mga files na nilipat ko sa sd card, nakalimutan ko mag back up sa laptop. After 15gb hindi na pwede mag transfer sa sd tapos corrupted na yung mga files na nailipat ko sa sd card. 256gb lang yung lalabas pero hindi naman ata talaga 256gb to haha mabilis shipping corrupted nga lang files.",0,Negative
Very 100% dissapointed sa iyo seller. Si GOD na bahala sayo hindi laruan ang order ko kundi yung items na nasa pic mo bluetooth speaker ba ito seller? tapos dika pa nag reply sa text ko ang kapal ng moka mong scammer ka sabagay baka nag hirap k ngayon atleast nakutulong ako sau,0,Negative
"My order is 2pcs XXL, dumating XXL at xl na wlang zipper",0,Negative
maganda naman design pero 20% lang nadagdag sa phone ko kahit full charge ko sya bago ko ginamit,1,Neutral
"Ok naman yung quality, all goods but kulang ng isang straw.",3,Neutral
Goods naman walang basag or gasgas safe naman ang pagkakabalot medyo matagal nga lang yung deliver Sana tumagal muka namang matibay.,3,Positive
Good day ok ang pagdating nang stock ko pati yon nagdeliver good job nice siya gamitin thank you shoppe,4,Positive
Nagustuhan nmn xa ng nag order sakin. Ok daw ung ung lenses puro prang manipis ung frame lalo n dun pra s tenga. Anyway thanks pa din. Hindi pa nia natry kung anti rad tlga kasi busy p xa pero sinuot n nia haha. Salamat shopee Nagustuhan nmn xa ng nag order sakin. Ok daw ung ung lenses. Thanks.,3,Positive
Disappointed maganda lng sa una pangalawa bigyan ka Ng sirasirang items dapat chinicheck nyo Ng maayos para d kau masira sa customers nyo.,4,Negative
Nababasa naman. Pero wag ka umasa sa quality. Baka naman maginarte ka pa kaw na lang namimirata? Hihihi. Sulit. Pero poor. Pwede pa maipmrove.,1,Neutral
Super satisfied naman ako sa nabili ko napakamura na rin at mabilis dumating. Maraming salamat seller. Sana magtanggal ang aking electric fan.,4,Positive
sobrang nkakainis po hnd po nkakaconnect sa bluetooth kainis sobra pati pagbalot hnd man lng inayos hnd ko din magamit ung mic. excted pa nman aq kainis first tym qu magorder na sira ang binigay kaloka paki ayos nman po nito,0,Negative
size 42 order ko pero yong dumating size 42 din nakalagay pero sakto sa size 39 na paa hahahahaha sobrang liit mukhang di sya size 42,0,Negative
Maganda yung quality ng tela tska pagkakatahi kaso dati malaki ang 32 ngayon maliit na ang size 32 masikip na sa binti buti nalang pwede ma adjust ng konti pero maganda sya lalo na yung kulay,2,Neutral
"Wrong color. I ordered black, they sent a RED COLOR HUHU sad pero ok na rin gumagana naman kaya salamat. Sana sa susunod na customers inform nyo kung papalitan nyo ang color or lagay nyo nalang po na RANDOM para di umasa masakit umasa char.",3,Neutral
Oorder pa sana Kaso Po may 2 reject na d umiilaw I thought need lng maarawan inobserve nmin Kaso ayaw prin. Next time Po pakicheck nman Po ung item kung working Po lahat nasasayang Po ksi ung pera kung bawat purchase may reject. Thanks,2,Negative
"pangit po kung madali lang magrefund nirefund ko na to pangit nang tahi sira sira jusko, nagbabayad naman nang ayos sana man lang inaayos din ang pagbibigay nang product nang seller!",1,Negative
